timestamp,node_id,tilt_deg,displacement_mm,vibration_g,crack_width_mm,battery_percent,displacement_rate_mm_per_15min,tilt_rate_deg_per_15min,risk_score,risk_status,subsidence_risk_next
2026-01-03 10:30:00,NODE-01,1.576,10.302,0.464,2.963,94.97,0.627,0.036,30.1,SAFE,0
2026-01-03 10:45:00,NODE-04,1.466,11.44,0.341,2.772,94.07,1.138,-0.11,32.4,SAFE,0
2026-01-03 11:00:00,NODE-02,0.831,5.336,0.248,1.906,95.91,-6.105,-0.635,15.7,SAFE,0
2026-01-03 11:15:00,NODE-01,0.583,5.468,0.197,1.089,91.69,0.133,-0.248,15.9,SAFE,0
2026-01-03 11:30:00,NODE-04,0.97,7.835,0.266,2.342,95.81,2.366,0.387,33.1,SAFE,1
2026-01-03 11:45:00,NODE-01,2.668,19.477,0.713,5.704,96.71,11.643,1.697,67.6,WARNING,0
2026-01-03 12:00:00,NODE-05,1.506,8.897,0.396,1.466,92.39,-10.58,-1.162,22.6,SAFE,0
2026-01-03 12:15:00,NODE-05,1.016,6.923,0.385,1.451,94.67,-1.974,-0.49,19.7,SAFE,0
2026-01-03 12:30:00,NODE-05,0.848,8.446,0.35,2.34,93.18,1.523,-0.168,27.0,SAFE,0
2026-01-03 12:45:00,NODE-02,0.851,6.806,0.249,2.475,95.17,-1.64,0.004,19.1,SAFE,0
2026-01-03 13:00:00,NODE-01,2.021,12.673,0.506,4.785,97.84,5.866,1.17,53.9,LOW,0
2026-01-03 13:15:00,NODE-05,1.529,11.53,0.495,3.781,95.42,-1.143,-0.492,37.2,SAFE,0
2026-01-03 13:30:00,NODE-03,1.033,5.591,0.177,1.762,94.88,-5.939,-0.496,15.6,SAFE,0
2026-01-03 13:45:00,NODE-05,0.711,4.726,0.295,2.329,91.75,-0.865,-0.322,18.0,SAFE,0
2026-01-03 14:00:00,NODE-05,1.416,6.137,0.33,1.498,93.8,1.411,0.705,36.0,SAFE,0
2026-01-03 14:15:00,NODE-05,1.329,8.777,0.434,3.265,94.97,2.64,-0.087,34.8,SAFE,0
2026-01-03 14:30:00,NODE-02,0.759,5.058,0.236,1.08,95.24,-3.718,-0.57,14.5,SAFE,0
2026-01-03 14:45:00,NODE-02,1.014,6.66,0.265,1.868,95.53,1.602,0.255,26.8,SAFE,1
2026-01-03 15:00:00,NODE-05,2.647,16.211,0.776,5.795,96.04,9.551,1.633,66.9,WARNING,0
2026-01-03 15:15:00,NODE-02,2.143,14.184,0.625,3.931,94.03,-2.027,-0.505,41.2,LOW,0
2026-01-03 15:30:00,NODE-01,0.628,7.664,0.328,2.026,95.16,-6.52,-1.515,17.3,SAFE,0
2026-01-03 15:45:00,NODE-03,0.756,5.632,0.21,2.061,94.51,-2.032,0.129,18.5,SAFE,0
2026-01-03 16:00:00,NODE-05,1.533,12.701,0.381,3.309,93.98,7.068,0.777,42.8,LOW,1
2026-01-03 16:15:00,NODE-04,2.853,18.859,0.699,6.259,94.05,6.159,1.32,75.2,WARNING,0
2026-01-03 16:30:00,NODE-03,2.258,16.039,0.486,4.912,95.75,-2.82,-0.595,48.6,LOW,0
2026-01-03 16:45:00,NODE-01,0.793,5.355,0.227,1.723,92.02,-10.684,-1.465,15.1,SAFE,0
2026-01-03 17:00:00,NODE-03,1.795,9.043,0.446,3.266,92.86,3.688,1.001,48.3,LOW,0
2026-01-03 17:15:00,NODE-05,0.398,4.185,0.226,1.397,98.89,-4.858,-1.397,11.4,SAFE,0
2026-01-03 17:30:00,NODE-01,1.369,10.78,0.447,3.904,94.29,6.595,0.971,47.1,LOW,0
2026-01-03 17:45:00,NODE-03,1.564,10.454,0.59,3.522,96.84,-0.326,0.195,33.1,SAFE,0
2026-01-03 18:00:00,NODE-05,1.649,9.814,0.464,2.652,95.0,-0.64,0.085,32.1,SAFE,0
2026-01-03 18:15:00,NODE-04,0.725,4.061,0.204,1.498,94.4,-5.753,-0.924,12.1,SAFE,0
2026-01-03 18:30:00,NODE-04,0.831,6.964,0.327,1.95,95.86,2.903,0.106,31.9,SAFE,0
2026-01-03 18:45:00,NODE-04,1.423,9.901,0.34,3.234,95.16,2.936,0.593,42.4,LOW,0
2026-01-03 19:00:00,NODE-02,1.09,5.359,0.241,1.077,94.85,-4.542,-0.333,15.8,SAFE,0
2026-01-03 19:15:00,NODE-02,0.649,5.229,0.216,1.961,95.01,-0.13,-0.442,11.9,SAFE,0
2026-01-03 19:30:00,NODE-04,2.056,16.186,0.463,3.999,95.53,10.957,1.407,56.1,LOW,0
2026-01-03 19:45:00,NODE-05,0.541,4.173,0.177,1.561,94.23,-12.013,-1.515,9.8,SAFE,0
2026-01-03 20:00:00,NODE-05,2.053,14.756,0.525,3.901,94.47,10.583,1.512,55.2,LOW,0
2026-01-03 20:15:00,NODE-05,0.651,5.272,0.215,0.935,93.87,-9.484,-1.401,18.0,SAFE,0
2026-01-03 20:30:00,NODE-03,1.704,11.331,0.469,3.617,93.59,6.06,1.053,45.2,LOW,1
2026-01-03 20:45:00,NODE-03,2.69,18.794,0.647,6.185,97.26,7.462,0.985,68.8,WARNING,0
2026-01-03 21:00:00,NODE-04,1.597,10.834,0.499,3.23,93.95,-7.96,-1.093,30.5,SAFE,1
2026-01-03 21:15:00,NODE-04,5.035,35.762,1.245,11.238,96.23,24.928,3.438,87.4,CRITICAL,0
2026-01-03 21:30:00,NODE-04,1.155,6.022,0.215,1.42,94.6,-29.74,-3.88,15.4,SAFE,0
2026-01-03 21:45:00,NODE-04,0.826,7.947,0.23,2.063,95.67,1.925,-0.329,29.7,SAFE,0
2026-01-03 22:00:00,NODE-05,0.999,6.671,0.292,1.057,95.02,-1.276,0.172,22.9,SAFE,1
2026-01-03 22:15:00,NODE-02,4.593,32.07,1.208,9.766,92.87,25.399,3.594,87.4,CRITICAL,0
2026-01-03 22:30:00,NODE-02,2.31,17.129,0.601,4.421,95.05,-14.941,-2.283,46.8,LOW,0
2026-01-03 22:45:00,NODE-01,2.749,18.883,0.589,5.27,95.74,1.754,0.439,58.2,LOW,0
2026-01-03 23:00:00,NODE-03,1.428,9.0,0.449,2.187,93.86,-9.883,-1.321,24.6,SAFE,0
2026-01-03 23:15:00,NODE-01,1.342,8.047,0.294,2.554,97.79,-0.952,-0.086,18.9,SAFE,0
2026-01-03 23:30:00,NODE-03,1.235,6.985,0.24,2.5,95.97,-1.062,-0.107,27.0,SAFE,0
2026-01-03 23:45:00,NODE-03,0.361,1.192,0.129,0.704,95.98,-5.793,-0.874,8.9,SAFE,0
2026-01-04 00:00:00,NODE-02,2.342,14.739,0.568,4.163,96.1,13.546,1.981,55.9,LOW,0
2026-01-04 00:15:00,NODE-03,1.68,13.034,0.463,4.004,92.19,-1.704,-0.663,36.9,SAFE,0
2026-01-04 00:30:00,NODE-01,0.811,5.961,0.048,1.703,95.83,-7.073,-0.868,13.5,SAFE,0
2026-01-04 00:45:00,NODE-01,1.694,9.46,0.473,3.955,97.71,3.499,0.883,50.0,LOW,0
2026-01-04 01:00:00,NODE-05,0.458,1.449,0.232,0.7,95.89,-8.011,-1.236,7.2,SAFE,0
2026-01-04 01:15:00,NODE-02,1.433,8.531,0.331,2.627,94.66,7.081,0.975,40.0,LOW,1
2026-01-04 01:30:00,NODE-01,5.111,34.366,1.324,10.904,93.63,25.835,3.678,88.3,CRITICAL,0
2026-01-04 01:45:00,NODE-03,1.674,9.548,0.47,3.22,93.51,-24.818,-3.437,32.3,SAFE,0
2026-01-04 02:00:00,NODE-04,1.382,10.785,0.43,3.411,93.37,1.238,-0.292,40.3,LOW,0
2026-01-04 02:15:00,NODE-01,0.879,7.983,0.224,1.719,94.48,-2.802,-0.503,18.2,SAFE,1
2026-01-04 02:30:00,NODE-04,2.171,17.506,0.618,5.059,93.68,9.523,1.292,61.6,WARNING,0
2026-01-04 02:45:00,NODE-01,1.742,12.068,0.479,3.789,94.77,-5.439,-0.429,35.1,SAFE,0
2026-01-04 03:00:00,NODE-01,0.601,7.012,0.251,1.221,95.19,-5.055,-1.141,16.4,SAFE,0
2026-01-04 03:15:00,NODE-03,0.462,3.174,0.247,1.183,92.88,-3.839,-0.139,10.4,SAFE,0
2026-01-04 03:30:00,NODE-03,2.372,16.64,0.61,4.485,94.02,13.466,1.909,59.9,LOW,0
2026-01-04 03:45:00,NODE-04,1.825,9.621,0.42,3.914,94.24,-7.019,-0.546,32.9,SAFE,0
2026-01-04 04:00:00,NODE-04,1.288,10.176,0.318,2.23,94.21,0.555,-0.538,22.8,SAFE,0
2026-01-04 04:15:00,NODE-05,0.767,5.947,0.157,1.037,94.95,-4.229,-0.521,12.5,SAFE,0
2026-01-04 04:30:00,NODE-03,0.699,3.734,0.195,1.276,95.08,-2.213,-0.068,7.4,SAFE,0
2026-01-04 04:45:00,NODE-02,1.854,10.569,0.497,3.727,94.42,6.835,1.154,48.0,LOW,0
2026-01-04 05:00:00,NODE-04,0.303,0.989,0.121,1.302,94.12,-9.58,-1.551,4.7,SAFE,0
2026-01-04 05:15:00,NODE-02,0.229,1.769,0.205,0.541,94.89,0.78,-0.074,10.8,SAFE,0
2026-01-04 05:30:00,NODE-03,1.349,4.335,0.354,1.731,96.65,2.566,1.119,30.7,SAFE,0
2026-01-04 05:45:00,NODE-01,1.337,6.256,0.24,2.068,93.16,1.922,-0.012,25.8,SAFE,0
2026-01-04 06:00:00,NODE-01,2.075,13.609,0.604,3.878,96.27,7.352,0.738,49.5,LOW,0
2026-01-04 06:15:00,NODE-05,0.71,6.92,0.311,1.85,92.94,-6.689,-1.365,21.0,SAFE,0
2026-01-04 06:30:00,NODE-05,1.751,9.94,0.429,4.076,95.34,3.02,1.041,45.4,LOW,0
2026-01-04 06:45:00,NODE-04,1.682,11.958,0.469,3.942,96.16,2.018,-0.069,40.5,LOW,0
2026-01-04 07:00:00,NODE-02,1.781,11.934,0.482,3.402,93.31,-0.024,0.099,36.9,SAFE,0
2026-01-04 07:15:00,NODE-01,1.807,12.142,0.418,4.138,95.31,0.208,0.027,38.5,SAFE,0
2026-01-04 07:30:00,NODE-01,1.841,13.614,0.509,3.634,93.63,1.472,0.033,39.5,SAFE,0
2026-01-04 07:45:00,NODE-02,0.333,2.806,0.194,1.32,96.29,-10.808,-1.507,11.3,SAFE,0
2026-01-04 08:00:00,NODE-03,1.226,7.892,0.304,2.422,92.96,5.086,0.893,35.2,SAFE,1
2026-01-04 08:15:00,NODE-04,2.679,17.286,0.594,5.496,93.81,9.394,1.453,65.8,WARNING,0
2026-01-04 08:30:00,NODE-04,2.389,16.963,0.638,4.452,95.03,-0.324,-0.29,44.5,LOW,0
2026-01-04 08:45:00,NODE-02,1.136,4.61,0.383,1.525,95.72,-12.352,-1.254,15.6,SAFE,0
2026-01-04 09:00:00,NODE-05,2.007,10.543,0.447,4.482,94.98,5.932,0.872,51.2,LOW,0
2026-01-04 09:15:00,NODE-04,0.755,5.812,0.218,1.996,95.46,-4.731,-1.252,15.0,SAFE,0
2026-01-04 09:30:00,NODE-03,1.878,10.841,0.468,4.191,94.2,5.029,1.123,55.4,LOW,0
2026-01-04 09:45:00,NODE-03,0.913,4.823,0.387,2.136,93.55,-6.018,-0.965,17.4,SAFE,0
2026-01-04 10:00:00,NODE-02,1.667,11.906,0.361,2.707,96.61,7.083,0.754,42.5,LOW,0
2026-01-04 10:15:00,NODE-02,1.777,11.215,0.495,3.544,95.45,-0.69,0.109,32.5,SAFE,0
2026-01-04 10:30:00,NODE-02,1.362,7.195,0.313,2.609,94.26,-4.02,-0.415,23.6,SAFE,0
2026-01-04 10:45:00,NODE-04,0.442,3.592,0.152,1.334,92.86,-3.603,-0.92,11.0,SAFE,0
2026-01-04 11:00:00,NODE-01,1.676,13.228,0.433,3.911,96.31,9.636,1.234,51.5,LOW,0
2026-01-04 11:15:00,NODE-01,1.101,7.413,0.289,1.926,96.35,-5.815,-0.575,22.9,SAFE,0
2026-01-04 11:30:00,NODE-01,0.993,6.158,0.204,1.787,94.57,-1.255,-0.109,13.4,SAFE,0
2026-01-04 11:45:00,NODE-01,1.134,6.358,0.311,2.434,94.03,0.199,0.141,25.3,SAFE,0
2026-01-04 12:00:00,NODE-05,1.731,12.208,0.276,3.47,94.51,5.85,0.597,44.0,LOW,0
2026-01-04 12:15:00,NODE-04,1.183,7.674,0.196,2.125,94.57,-4.534,-0.547,21.7,SAFE,0
2026-01-04 12:30:00,NODE-03,0.883,5.383,0.304,1.664,95.74,-2.291,-0.3,21.5,SAFE,0
2026-01-04 12:45:00,NODE-01,0.933,4.59,0.295,1.616,93.45,-0.793,0.05,14.7,SAFE,0
2026-01-04 13:00:00,NODE-03,1.25,7.027,0.487,1.841,94.11,2.437,0.317,31.4,SAFE,0
2026-01-04 13:15:00,NODE-03,2.111,11.707,0.516,3.515,94.59,4.68,0.861,48.6,LOW,0
2026-01-04 13:30:00,NODE-01,1.712,11.534,0.35,2.731,95.11,-0.173,-0.399,29.4,SAFE,0
2026-01-04 13:45:00,NODE-03,0.726,3.396,0.138,1.848,95.84,-8.138,-0.986,16.1,SAFE,0
2026-01-04 14:00:00,NODE-02,1.918,10.072,0.496,3.173,95.17,6.676,1.192,44.8,LOW,0
2026-01-04 14:15:00,NODE-03,1.521,6.331,0.283,2.814,96.9,-3.741,-0.397,22.4,SAFE,0
2026-01-04 14:30:00,NODE-04,1.207,8.524,0.3,2.976,93.6,2.193,-0.315,34.7,SAFE,0
2026-01-04 14:45:00,NODE-01,2.08,14.244,0.576,4.226,96.54,5.72,0.873,57.6,LOW,0
2026-01-04 15:00:00,NODE-02,1.15,10.408,0.418,2.842,93.64,-3.836,-0.93,26.5,SAFE,0
2026-01-04 15:15:00,NODE-04,1.362,11.169,0.397,3.424,94.3,0.761,0.213,34.2,SAFE,1
2026-01-04 15:30:00,NODE-03,3.882,29.611,0.946,9.093,95.24,18.442,2.52,91.1,CRITICAL,0
2026-01-04 15:45:00,NODE-05,0.759,3.96,0.222,1.525,96.18,-25.651,-3.123,17.8,SAFE,0
2026-01-04 16:00:00,NODE-04,0.758,5.14,0.227,1.835,94.3,1.18,-0.001,24.0,SAFE,1
2026-01-04 16:15:00,NODE-01,2.027,15.474,0.632,3.795,95.24,10.334,1.269,60.1,WARNING,0
2026-01-04 16:30:00,NODE-01,0.777,1.633,0.007,0.937,94.38,-13.841,-1.25,5.9,SAFE,0
2026-01-04 16:45:00,NODE-04,0.879,4.06,0.219,1.421,92.0,2.428,0.102,27.6,SAFE,0
2026-01-04 17:00:00,NODE-01,0.846,7.316,0.371,2.278,94.71,3.256,-0.033,29.4,SAFE,0
2026-01-04 17:15:00,NODE-03,1.499,11.988,0.385,3.294,93.26,4.672,0.653,42.1,LOW,0
2026-01-04 17:30:00,NODE-05,0.99,6.67,0.226,2.277,96.27,-5.317,-0.51,19.8,SAFE,0
2026-01-04 17:45:00,NODE-03,1.389,10.067,0.304,2.348,96.28,3.397,0.399,42.4,LOW,0
2026-01-04 18:00:00,NODE-02,0.858,3.793,0.253,1.785,93.74,-6.274,-0.531,16.8,SAFE,1
2026-01-04 18:15:00,NODE-04,2.881,22.463,0.743,6.699,93.55,18.67,2.023,75.9,WARNING,0
2026-01-04 18:30:00,NODE-03,1.356,7.905,0.314,2.105,93.98,-14.558,-1.525,23.8,SAFE,0
2026-01-04 18:45:00,NODE-03,1.489,9.722,0.475,3.427,95.37,1.817,0.133,39.0,SAFE,0
2026-01-04 19:00:00,NODE-05,0.472,4.414,0.151,0.936,95.37,-5.308,-1.016,11.1,SAFE,0
2026-01-04 19:15:00,NODE-02,0.605,3.446,0.273,1.407,98.81,-0.968,0.133,13.2,SAFE,0
2026-01-04 19:30:00,NODE-05,2.457,13.667,0.556,4.005,94.35,10.221,1.851,54.6,LOW,0
2026-01-04 19:45:00,NODE-05,0.86,6.414,0.231,2.129,94.83,-7.253,-1.597,18.7,SAFE,0
2026-01-04 20:00:00,NODE-01,2.255,14.97,0.584,4.739,97.03,8.555,1.395,58.7,LOW,0
2026-01-04 20:15:00,NODE-01,0.868,7.661,0.317,1.94,95.05,-7.308,-1.387,20.2,SAFE,0
2026-01-04 20:30:00,NODE-01,1.336,11.301,0.433,2.982,93.4,3.64,0.469,45.9,LOW,0
2026-01-04 20:45:00,NODE-01,0.583,5.152,0.243,0.956,95.11,-6.149,-0.753,12.5,SAFE,0
2026-01-04 21:00:00,NODE-01,1.253,8.389,0.323,1.955,95.54,3.237,0.67,37.1,SAFE,0
2026-01-04 21:15:00,NODE-04,2.434,16.531,0.395,4.863,94.28,8.142,1.181,59.9,LOW,0
2026-01-04 21:30:00,NODE-01,1.932,15.317,0.574,4.374,95.65,-1.214,-0.502,48.4,LOW,0
2026-01-04 21:45:00,NODE-02,1.279,7.861,0.198,2.384,95.54,-7.456,-0.653,19.2,SAFE,0
2026-01-04 22:00:00,NODE-05,0.878,6.766,0.257,2.088,94.13,-1.094,-0.402,21.8,SAFE,0
2026-01-04 22:15:00,NODE-01,1.005,5.692,0.168,2.232,96.54,-1.074,0.127,18.0,SAFE,0
2026-01-04 22:30:00,NODE-05,1.181,10.031,0.491,2.554,93.74,4.338,0.176,38.7,SAFE,0
2026-01-04 22:45:00,NODE-02,2.109,17.5,0.638,4.848,95.2,7.469,0.929,58.5,LOW,0
2026-01-04 23:00:00,NODE-01,0.644,3.853,0.219,1.65,93.95,-13.646,-1.465,18.2,SAFE,0
2026-01-04 23:15:00,NODE-04,0.763,4.598,0.313,1.312,92.64,0.744,0.118,18.9,SAFE,0
2026-01-04 23:30:00,NODE-04,0.775,6.708,0.305,2.012,95.09,2.11,0.013,27.7,SAFE,0
2026-01-04 23:45:00,NODE-05,0.848,5.35,0.19,1.04,96.97,-1.357,0.073,10.8,SAFE,0
2026-01-05 00:00:00,NODE-04,1.451,9.515,0.456,3.313,94.59,4.165,0.603,42.5,LOW,0
2026-01-05 00:15:00,NODE-04,0.525,3.875,0.139,0.971,92.86,-5.64,-0.926,11.4,SAFE,1
2026-01-05 00:30:00,NODE-02,2.627,15.932,0.542,5.218,94.92,12.057,2.102,61.9,WARNING,0
2026-01-05 00:45:00,NODE-01,1.13,6.517,0.369,2.506,93.66,-9.415,-1.497,23.4,SAFE,0
2026-01-05 01:00:00,NODE-04,1.489,9.347,0.412,3.916,95.91,2.83,0.359,48.0,LOW,0
2026-01-05 01:15:00,NODE-04,0.409,1.358,0.03,0.96,94.36,-7.989,-1.08,7.2,SAFE,0
2026-01-05 01:30:00,NODE-05,1.572,11.888,0.475,2.964,92.51,10.53,1.163,46.0,LOW,0
2026-01-05 01:45:00,NODE-02,1.223,9.106,0.383,2.513,95.24,-2.781,-0.349,23.9,SAFE,0
2026-01-05 02:00:00,NODE-02,1.602,10.86,0.503,2.989,94.88,1.753,0.378,38.2,SAFE,0
2026-01-05 02:15:00,NODE-04,0.934,5.452,0.309,1.828,94.26,-5.408,-0.668,16.9,SAFE,0
2026-01-05 02:30:00,NODE-02,2.037,13.507,0.421,4.045,93.37,8.056,1.103,51.9,LOW,1
2026-01-05 02:45:00,NODE-05,3.068,20.677,0.637,6.394,96.76,7.169,1.031,73.4,WARNING,0
2026-01-05 03:00:00,NODE-05,1.417,7.45,0.452,2.686,94.07,-13.227,-1.652,27.3,SAFE,0
2026-01-05 03:15:00,NODE-03,0.596,4.232,0.141,1.161,95.69,-3.217,-0.82,12.6,SAFE,0
2026-01-05 03:30:00,NODE-04,0.521,4.232,0.14,1.686,94.05,-0.0,-0.075,12.8,SAFE,0
2026-01-05 03:45:00,NODE-04,2.253,15.318,0.507,3.808,95.42,11.086,1.732,56.6,LOW,0
2026-01-05 04:00:00,NODE-01,0.944,6.52,0.315,1.081,94.66,-8.798,-1.309,23.6,SAFE,0
2026-01-05 04:15:00,NODE-05,0.603,5.254,0.23,1.643,94.63,-1.266,-0.341,13.0,SAFE,0
2026-01-05 04:30:00,NODE-03,0.883,6.086,0.34,2.226,93.6,0.832,0.28,24.4,SAFE,0
2026-01-05 04:45:00,NODE-05,2.165,15.225,0.563,4.605,95.22,9.139,1.283,53.8,LOW,0
2026-01-05 05:00:00,NODE-02,1.227,3.449,0.203,1.735,96.27,-11.777,-0.938,14.8,SAFE,1
2026-01-05 05:15:00,NODE-05,2.618,18.75,0.788,5.604,93.34,15.301,1.391,66.8,WARNING,0
2026-01-05 05:30:00,NODE-02,0.687,6.959,0.205,1.691,93.58,-11.79,-1.931,14.9,SAFE,0
2026-01-05 05:45:00,NODE-01,1.994,11.227,0.519,3.782,98.11,4.268,1.307,47.9,LOW,0
2026-01-05 06:00:00,NODE-05,1.182,8.823,0.389,2.839,93.37,-2.404,-0.812,22.5,SAFE,0
2026-01-05 06:15:00,NODE-01,1.125,8.428,0.277,1.703,93.9,-0.395,-0.057,21.4,SAFE,0
2026-01-05 06:30:00,NODE-02,1.618,9.848,0.301,2.788,96.23,1.419,0.494,37.7,SAFE,0
2026-01-05 06:45:00,NODE-05,0.198,4.503,0.133,1.318,96.26,-5.345,-1.42,8.4,SAFE,0
2026-01-05 07:00:00,NODE-05,0.924,4.146,0.308,1.915,91.64,-0.357,0.726,16.7,SAFE,0
2026-01-05 07:15:00,NODE-03,0.884,4.868,0.298,2.081,95.47,0.722,-0.04,20.3,SAFE,0
2026-01-05 07:30:00,NODE-04,1.085,10.066,0.424,2.805,94.32,5.198,0.201,39.7,SAFE,0
2026-01-05 07:45:00,NODE-03,0.903,9.433,0.412,2.404,94.37,-0.633,-0.182,26.1,SAFE,0
2026-01-05 08:00:00,NODE-02,1.198,10.545,0.342,2.711,95.94,1.112,0.295,30.1,SAFE,0
2026-01-05 08:15:00,NODE-02,1.881,12.309,0.577,3.633,94.12,1.764,0.683,46.0,LOW,0
2026-01-05 08:30:00,NODE-04,1.02,7.682,0.25,1.883,93.92,-4.627,-0.861,17.2,SAFE,0
2026-01-05 08:45:00,NODE-04,1.116,10.452,0.382,1.93,94.15,2.77,0.097,33.0,SAFE,0
2026-01-05 09:00:00,NODE-04,2.2,14.777,0.712,4.979,94.11,4.325,1.084,58.7,LOW,0
2026-01-05 09:15:00,NODE-04,1.109,9.011,0.358,1.859,94.94,-5.766,-1.091,21.7,SAFE,0
2026-01-05 09:30:00,NODE-01,1.315,7.918,0.197,2.843,96.11,-1.093,0.207,24.2,SAFE,0
2026-01-05 09:45:00,NODE-03,1.649,11.112,0.446,3.489,95.03,3.194,0.334,45.3,LOW,0
2026-01-05 10:00:00,NODE-01,1.428,6.929,0.452,2.256,94.5,-4.183,-0.221,22.3,SAFE,1
2026-01-05 10:15:00,NODE-03,2.417,18.428,0.612,4.591,95.17,11.499,0.989,62.8,WARNING,0
2026-01-05 10:30:00,NODE-03,1.848,14.041,0.594,4.255,95.45,-4.387,-0.569,37.9,SAFE,0
2026-01-05 10:45:00,NODE-05,0.742,4.799,0.196,1.639,95.2,-9.242,-1.106,10.2,SAFE,0
2026-01-05 11:00:00,NODE-02,1.267,6.109,0.261,2.019,93.7,1.31,0.525,29.5,SAFE,0
2026-01-05 11:15:00,NODE-01,2.106,12.283,0.506,3.879,95.01,6.174,0.839,50.9,LOW,0
2026-01-05 11:30:00,NODE-01,1.425,11.78,0.535,3.407,91.95,-0.503,-0.681,28.8,SAFE,0
2026-01-05 11:45:00,NODE-04,2.025,13.325,0.506,3.916,96.33,1.545,0.6,49.1,LOW,0
2026-01-05 12:00:00,NODE-03,0.655,6.801,0.19,2.212,96.33,-6.525,-1.369,16.9,SAFE,0
2026-01-05 12:15:00,NODE-01,0.998,9.21,0.483,2.69,95.55,2.41,0.342,37.8,SAFE,0
2026-01-05 12:30:00,NODE-01,0.849,4.395,0.294,2.483,95.98,-4.816,-0.148,19.0,SAFE,0
2026-01-05 12:45:00,NODE-04,0.804,6.076,0.309,2.168,94.39,1.682,-0.045,21.7,SAFE,0
2026-01-05 13:00:00,NODE-01,0.975,4.785,0.129,1.509,93.57,-1.291,0.171,18.0,SAFE,1
2026-01-05 13:15:00,NODE-05,3.519,26.458,0.985,8.27,92.97,21.673,2.543,83.1,CRITICAL,0
2026-01-05 13:30:00,NODE-04,1.0,7.68,0.346,2.681,95.68,-18.779,-2.519,22.0,SAFE,0
2026-01-05 13:45:00,NODE-01,1.452,8.296,0.315,3.089,93.56,0.616,0.453,30.5,SAFE,0
2026-01-05 14:00:00,NODE-01,1.903,12.962,0.53,3.633,94.01,4.666,0.451,48.2,LOW,0
2026-01-05 14:15:00,NODE-05,0.326,0.984,0.035,0.99,94.73,-11.978,-1.576,8.4,SAFE,0
2026-01-05 14:30:00,NODE-02,1.623,8.509,0.286,2.236,94.41,7.525,1.296,40.6,LOW,1
2026-01-05 14:45:00,NODE-02,5.061,33.837,1.303,10.81,94.77,25.328,3.438,86.5,CRITICAL,0
2026-01-05 15:00:00,NODE-05,0.803,2.98,0.14,1.286,92.28,-30.857,-4.259,8.3,SAFE,0
2026-01-05 15:15:00,NODE-05,1.871,12.994,0.465,3.7,94.16,10.014,1.069,56.6,LOW,0
2026-01-05 15:30:00,NODE-05,1.171,7.83,0.354,2.058,95.43,-5.164,-0.7,21.3,SAFE,0
2026-01-05 15:45:00,NODE-04,1.269,10.626,0.349,2.715,93.92,2.796,0.098,35.3,SAFE,0
2026-01-05 16:00:00,NODE-02,1.635,9.667,0.437,2.112,93.4,-0.959,0.366,33.1,SAFE,0
2026-01-05 16:15:00,NODE-01,0.799,5.366,0.213,1.202,95.57,-4.301,-0.836,10.1,SAFE,0
2026-01-05 16:30:00,NODE-04,0.304,0.957,0.036,0.137,93.92,-4.409,-0.494,6.6,SAFE,0
2026-01-05 16:45:00,NODE-03,1.821,10.791,0.416,4.708,94.64,9.833,1.516,48.7,LOW,0
2026-01-05 17:00:00,NODE-03,0.785,1.775,0.14,1.531,94.17,-9.015,-1.035,12.1,SAFE,0
2026-01-05 17:15:00,NODE-05,0.845,5.549,0.243,1.917,94.41,3.774,0.06,26.3,SAFE,1
2026-01-05 17:30:00,NODE-01,2.88,19.995,0.756,6.723,96.25,14.446,2.035,69.9,WARNING,0
2026-01-05 17:45:00,NODE-03,1.157,7.159,0.32,2.425,95.09,-12.837,-1.722,22.7,SAFE,0
2026-01-05 18:00:00,NODE-01,1.151,10.708,0.255,2.637,92.94,3.549,-0.006,37.9,SAFE,0
2026-01-05 18:15:00,NODE-03,0.83,5.476,0.284,1.236,93.95,-5.232,-0.321,9.8,SAFE,0
2026-01-05 18:30:00,NODE-01,1.885,15.586,0.539,4.749,93.9,10.111,1.055,54.5,LOW,0
2026-01-05 18:45:00,NODE-01,0.539,0.987,0.065,0.293,94.65,-14.6,-1.346,8.0,SAFE,0
2026-01-05 19:00:00,NODE-01,2.303,13.049,0.56,4.153,95.48,12.063,1.765,56.5,LOW,0
2026-01-05 19:15:00,NODE-04,0.364,1.708,0.035,1.13,94.42,-11.342,-1.939,7.8,SAFE,1
2026-01-05 19:30:00,NODE-04,2.269,17.725,0.551,5.225,94.39,16.017,1.904,64.9,WARNING,0
2026-01-05 19:45:00,NODE-03,1.57,12.951,0.556,3.38,91.7,-4.774,-0.699,36.3,SAFE,0
2026-01-05 20:00:00,NODE-05,0.573,2.398,0.202,1.471,95.96,-10.553,-0.997,11.4,SAFE,0
2026-01-05 20:15:00,NODE-02,1.282,8.502,0.279,2.641,94.17,6.104,0.709,42.0,LOW,0
2026-01-05 20:30:00,NODE-02,1.529,11.225,0.407,3.231,94.68,2.723,0.247,40.9,LOW,0
2026-01-05 20:45:00,NODE-05,0.707,3.752,0.215,1.481,94.67,-7.473,-0.822,13.2,SAFE,0
2026-01-05 21:00:00,NODE-02,0.967,6.697,0.274,2.108,93.44,2.945,0.26,33.3,SAFE,0
2026-01-05 21:15:00,NODE-05,2.043,14.907,0.611,4.025,94.07,8.21,1.076,54.6,LOW,0
